         419821 function calls (408413 primitive calls) in 0.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1214(Pickler)
        2    0.000    0.000    0.000    0.000 core.py:3050(__array_finalize__)
        1    0.000    0.000    0.001    0.001 floating.py:1(<module>)
      133    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       25    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
        1    0.000    0.000    0.000    0.000 multiarray.py:73(_override___module__)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6637(refer_to_array_attribute)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
       53    0.000    0.000    0.000    0.000 util.py:84(<listcomp>)
        1    0.000    0.000    0.004    0.004 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:820(__init__)
       13    0.000    0.000    0.000    0.000 accessor.py:176(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        1    0.000    0.000    0.003    0.003 engines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decorators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        4    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
       26    0.000    0.000    0.000    0.000 core.py:7101(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
        1    0.000    0.000    0.001    0.001 tzinfo.py:1(<module>)
        4    0.000    0.000    0.000    0.000 sysconfig.py:206(_extend_dict)
       25    0.000    0.000    0.000    0.000 contextlib.py:279(helper)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       22    0.000    0.000    0.000    0.000 config.py:884(<listcomp>)
       15    0.000    0.000    0.000    0.000 dtypes.py:831(construct_from_string)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       13    0.000    0.000    0.000    0.000 functools.py:651(cache)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 core.py:2879(__new__)
        1    0.000    0.000    0.000    0.000 ops.py:105(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 expr.py:325(f)
        1    0.000    0.000    0.002    0.002 _strptime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _normalize.py:1(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       25    0.000    0.000    0.000    0.000 contextlib.py:130(__enter__)
        1    0.000    0.000    0.000    0.000 localization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
       16    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:639(PlotAccessor)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
        1    0.000    0.000    0.000    0.000 __init__.py:445(_sanity_check)
       22    0.000    0.000    0.000    0.000 config.py:883(<listcomp>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1042(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       86    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        6    0.000    0.000    0.000    0.000 weakref.py:290(update)
       45    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        6    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        1    0.000    0.000    0.000    0.000 managers.py:108(BaseBlockManager)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 groupby.py:764(BaseGroupBy)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hashing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:971(parse_template)
        1    0.000    0.000    0.001    0.001 _constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
        1    0.000    0.000    0.002    0.002 docscrape.py:118(NumpyDocString)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_parser.py:101(ParserBase)
       58    0.000    0.000    0.000    0.000 enum.py:801(value)
        3    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 win.py:57(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:523(Optional)
       16    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       29    0.000    0.000    0.000    0.000 getlimits.py:708(min)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nanops.py:75(__call__)
        1    0.000    0.000    0.000    0.000 pytables.py:3363(Table)
       19    0.000    0.000    0.000    0.000 dataclasses.py:818(_set_qualname)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        9    0.000    0.000    0.000    0.000 __editable___simple_package_1_0_1_finder.py:15(find_spec)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
      6/3    0.000    0.000    0.000    0.000 sysconfig.py:575(get_config_vars)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
       18    0.000    0.000    0.000    0.000 base.py:478(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 tempfile.py:782(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
       12    0.000    0.000    0.000    0.000 datetimelike.py:166(_make_unpacked_invalid_op)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 core.py:6798(__new__)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
       52    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
       13    0.000    0.000    0.000    0.000 core.py:8784(__init__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
       54    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:51(NumpyExtensionArray)
       20    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       24    0.000    0.000    0.000    0.000 os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        1    0.000    0.000    0.001    0.001 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:945(PeriodDtype)
        7    0.000    0.000    0.000    0.000 core.py:2611(_arraymethod)
        7    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.003    0.003 compressors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
      164    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       58    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        3    0.000    0.000    0.000    0.000 _decorators.py:492(indent)
       19    0.000    0.000    0.000    0.000 datetimes.py:126(_field_accessor)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:170(<listcomp>)
       61    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       72    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 dtypes.py:2093(__init__)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
       33    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
       63    0.000    0.000    0.000    0.000 __init__.py:470(_parse_letter_version)
        2    0.000    0.000    0.001    0.000 _optional.py:85(import_optional_dependency)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
       10    0.000    0.000    0.001    0.000 extras.py:250(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:560(BaseGrouper)
        2    0.000    0.000    0.000    0.000 platform.py:989(_sys_version)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:196(<listcomp>)
        4    0.000    0.000    0.000    0.000 ntpath.py:61(isabs)
       12    0.000    0.000    0.000    0.000 re.py:324(_subx)
        4    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 apply.py:118(Apply)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1137(__getitem__)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 frozen.py:1(<module>)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:490(HDFStore)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _mixins.py:72(ravel_compat)
        1    0.000    0.000    0.000    0.000 object_array.py:37(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 _odswriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 parsing.py:1(<module>)
       16    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       34    0.000    0.000    0.000    0.000 invalid.py:44(make_invalid_op)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        9    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        1    0.000    0.000    0.000    0.000 numeric.py:137(ones)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3024(_update_from)
        1    0.000    0.000    0.000    0.000 pydoc.py:462(Doc)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 apply.py:770(FrameApply)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:101(BaseArrayManager)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
       11    0.000    0.000    0.000    0.000 dataclasses.py:346(field)
       11    0.000    0.000    0.000    0.000 dataclasses.py:450(_field_init)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1120(StataReader)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:588(_repr_fn)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
       12    0.000    0.000    0.000    0.000 period.py:108(_field_accessor)
       11    0.000    0.000    0.000    0.000 dataclasses.py:266(__init__)
        1    0.000    0.000    0.470    0.470 __main__.py:1(<module>)
        2    0.000    0.000    0.018    0.009 __init__.py:339(__getattr__)
        1    0.000    0.000    0.000    0.000 subprocess.py:697(Popen)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
       15    0.000    0.000    0.001    0.000 typing.py:1238(copy_with)
        2    0.000    0.000    0.000    0.000 textwrap.py:389(fill)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        1    0.000    0.000    0.000    0.000 dtypes.py:690(DatetimeTZDtype)
        1    0.000    0.000    0.000    0.000 string_.py:543(StringArray)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        3    0.000    0.000    0.000    0.000 os.py:1106(add_dll_directory)
        3    0.000    0.000    0.000    0.000 dataclasses.py:393(_recursive_repr)
        3    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:809(Thread)
       53    0.000    0.000    0.000    0.000 util.py:36(doc)
        3    0.000    0.000    0.000    0.000 win.py:94(name_from_string)
        9    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
        4    0.000    0.000    0.000    0.000 locale.py:587(getlocale)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:122(_cat_compare_op)
       14    0.000    0.000    0.001    0.000 typing.py:1043(__ror__)
        1    0.000    0.000    0.000    0.000 category.py:51(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 managers.py:1825(SingleBlockManager)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       30    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        4    0.000    0.000    0.000    0.000 missing.py:913(_datetimelike_compat)
        4    0.000    0.000    0.000    0.000 nanops.py:448(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 boolean.py:239(BooleanArray)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
       56    0.000    0.000    0.000    0.000 accessors.py:169(<lambda>)
        1    0.000    0.000    0.000    0.000 python_parser.py:71(PythonParser)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 dtypes.py:1164(IntervalDtype)
        9    0.000    0.000    0.000    0.000 accessor.py:148(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 tarfile.py:1435(TarFile)
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 pytables.py:2039(IndexCol)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.001    0.001 tz.py:1590(nocache)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        4    0.000    0.000    0.000    0.000 locale.py:396(normalize)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        2    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:562(HTMLDoc)
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        7    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:2851(GenericFixed)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       20    0.000    0.000    0.000    0.000 typing.py:1332(<genexpr>)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        1    0.000    0.000    0.000    0.000 pytables.py:2364(DataCol)
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 indexing.py:1563(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 __init__.py:34(_delvewheel_patch_1_10_0)
        2    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x00000256B2DC3520}
       41    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        3    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       14    0.000    0.000    0.000    0.000 __init__.py:149(__lt__)
        1    0.000    0.000    0.000    0.000 pytables.py:2679(Fixed)
       32    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       52    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        3    0.000    0.000    0.002    0.001 __init__.py:108(import_module)
        7    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        1    0.000    0.000    0.000    0.000 inspect.py:3199(__str__)
       13    0.000    0.000    0.000    0.000 typing.py:2247(<listcomp>)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:481(_init_non_posix)
        1    0.000    0.000    0.002    0.002 __init__.py:336(Version)
        2    0.000    0.000    0.000    0.000 config.py:127(_get_single_key)
       24    0.000    0.000    0.000    0.000 function.py:52(__init__)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       24    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       20    0.000    0.000    0.000    0.000 typing.py:1216(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inference.py:334(is_hashable)
       19    0.000    0.000    0.000    0.000 _decorators.py:266(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 base.py:182(SelectionMixin)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       19    0.000    0.000    0.000    0.000 _decorators.py:258(future_version_msg)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 grouper.py:488(Grouping)
        3    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
       29    0.000    0.000    0.000    0.000 typing.py:1553(<genexpr>)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 rolling.py:120(BaseWindow)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 common.py:942(_BufferedWriter)
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       14    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 roperator.py:1(<module>)
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:440(__enter__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:64(_getuserbase)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 string_.py:90(StringDtype)
        1    0.000    0.000    0.000    0.000 integer.py:16(IntegerDtype)
        1    0.000    0.000    0.000    0.000 array_manager.py:1068(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:927(ExcelWriter)
        1    0.000    0.000    0.000    0.000 sql.py:1614(SQLDatabase)
        4    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:5(_delvewheel_patch_1_10_1)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
       22    0.000    0.000    0.000    0.000 config.py:886(inner)
        1    0.000    0.000    0.001    0.001 console.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
       23    0.000    0.000    0.000    0.000 config.py:849(inner)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:1379(__init__)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:159(_FrequencyInferer)
       13    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        1    0.000    0.000    0.000    0.000 _base.py:543(BaseExcelReader)
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        3    0.000    0.000    0.000    0.000 ntpath.py:537(abspath)
       22    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        2    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:437(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:186(LegacyVersion)
       47    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 quantile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:599(ArrayManager)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:75(Term)
        1    0.000    0.000    0.000    0.000 __init__.py:91(_delvewheel_patch_1_10_1)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        6    0.000    0.000    0.000    0.000 core.py:1191(__init__)
        1    0.000    0.000    0.000    0.000 floating.py:156(Float32Dtype)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        1    0.000    0.000    0.000    0.000 _json.py:1114(Parser)
        1    0.000    0.000    0.000    0.000 stata.py:2254(StataWriter)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
